advertising_spend,store_visits,discount_pct,holiday_flag,competitor_price_index,season,sales
503.91,1081,19.87,0,0.851,Spring,28230.3
5364.09,862,0.53,0,0.849,Spring,21870.4
3590.36,171,7.31,0,0.97,Summer,11700.29
7335.15,604,8.01,0,0.853,Summer,28924.16
7077.59,952,10.72,0,1.01,Summer,32179.22
6642.58,668,14.27,0,0.834,Summer,27701.96
3685.98,1069,32.91,0,1.129,Winter,32549.88
5077.54,867,7.3,0,1.133,Summer,28787.38
7139.36,640,2.9,0,0.844,Spring,18726.67
3919.46,550,27.27,0,0.918,Autumn,23914.06
6416.21,618,13.08,0,1.139,Spring,28060.85
6569.12,228,6.45,1,1.132,Autumn,15262.76
1631.66,538,17.01,0,1.076,Spring,11519.4
2887.57,95,13.99,0,0.887,Spring,12489.68
2651.66,1160,27.48,1,1.046,Autumn,37242.54
7649.18,937,6.7,1,1.042,Summer,33700.62
2806.15,152,24.24,0,0.823,Autumn,14493.69
1567.44,345,10.18,0,0.876,Spring,10470.59
2783.87,356,5.36,0,0.946,Spring,14357.76
3430.82,110,5.31,0,1.035,Autumn,7237.27
6889.0,167,21.88,0,1.19,Spring,20819.12
7489.44,695,13.22,0,0.867,Spring,28533.7
4958.35,191,14.45,0,1.143,Autumn,14730.09
1486.61,1076,26.11,0,0.948,Autumn,28387.86
1473.04,1063,22.46,0,1.1,Winter,24653.92
6578.6,182,19.53,0,1.022,Summer,16002.82
4462.56,742,6.82,1,1.108,Spring,22973.84
2334.0,857,32.97,1,1.097,Summer,32618.35
4781.32,449,9.46,0,1.012,Summer,25120.46
1917.33,172,0.74,0,1.026,Autumn,1192.69
2045.07,331,28.32,0,1.042,Spring,11312.43
1847.97,206,5.39,0,1.067,Autumn,4336.02
1534.57,664,27.11,0,1.024,Winter,19425.76
5896.67,707,16.7,0,0.992,Winter,24478.31
3505.83,540,30.39,0,1.099,Spring,23327.56
4149.76,1124,2.15,0,1.178,Spring,26358.82
837.14,888,20.06,1,0.853,Spring,24464.14
1996.93,525,3.98,0,0.922,Summer,15285.04
4806.59,893,23.88,0,1.066,Winter,25664.55
1278.87,638,29.45,0,0.881,Summer,19942.49
1781.0,1095,7.22,0,0.825,Autumn,26714.99
5469.41,1101,21.85,1,1.106,Summer,39607.96
924.81,483,27.42,0,1.041,Winter,14257.33
3975.3,167,7.62,0,1.164,Autumn,8375.95
4571.6,1028,33.68,0,1.106,Spring,28972.17
7729.8,712,21.97,1,1.053,Winter,30263.1
4623.29,251,32.65,0,1.144,Autumn,16543.58
1563.68,1169,27.11,0,0.91,Summer,27275.28
4035.5,95,23.82,0,0.94,Summer,9687.03
7159.43,201,30.2,0,1.138,Winter,19859.97
3936.08,362,2.24,0,1.029,Spring,6899.67
3158.64,987,2.02,1,0.855,Winter,28012.71
3614.02,1120,19.26,0,0.948,Winter,31802.68
4305.87,241,17.96,0,0.916,Winter,9118.96
824.83,524,24.44,0,0.841,Autumn,11119.7
1102.1,891,2.74,0,0.951,Autumn,12692.54
5129.42,1092,16.5,0,0.882,Autumn,30964.19
5748.51,904,19.91,0,1.144,Autumn,24635.73
2370.92,1014,29.55,0,0.834,Winter,30575.63
7897.88,361,26.65,0,0.918,Summer,22579.9
2733.26,309,3.03,1,0.844,Summer,17807.16
4687.3,286,8.99,0,0.951,Autumn,12565.54
2246.54,334,21.15,1,0.862,Winter,17750.13
6294.16,665,32.95,0,1.023,Autumn,30904.55
961.54,172,10.49,0,1.095,Autumn,2906.74
3129.82,1091,11.51,0,0.955,Summer,27846.81
5730.0,88,30.37,0,0.82,Summer,20937.91
7379.1,1067,18.71,0,0.858,Spring,31695.21
6578.53,464,28.32,0,1.0,Spring,17244.43
4056.79,1053,24.34,1,0.852,Autumn,35298.35
6260.37,952,4.54,0,1.11,Autumn,26285.64
5683.92,248,14.53,0,1.142,Autumn,15769.27
1106.21,945,16.94,0,0.926,Summer,29227.71
4365.52,157,33.61,1,1.003,Winter,22410.29
4257.52,505,33.95,0,1.159,Autumn,23264.72
3493.79,566,3.6,0,0.809,Summer,12930.86
6937.24,470,17.44,0,0.823,Summer,23788.49
5939.45,440,5.78,0,0.877,Winter,17380.51
2517.35,853,29.41,1,0.934,Autumn,31344.74
3504.82,874,17.71,1,1.002,Summer,31479.09
7760.37,1050,19.96,0,0.877,Summer,42970.15
4330.29,589,33.03,0,0.986,Summer,25140.05
6595.26,112,30.35,0,1.044,Winter,13696.15
5170.21,249,12.48,1,1.042,Autumn,18137.22
4482.76,1141,2.69,0,1.155,Spring,22705.59
1856.93,881,15.9,0,0.985,Spring,14451.43
1491.33,683,1.38,0,1.066,Spring,18155.73
2403.14,309,8.02,0,0.892,Summer,13824.21
4710.24,520,16.34,0,1.103,Autumn,20051.25
7215.82,557,13.4,0,0.814,Autumn,25041.72
2250.03,825,30.08,1,0.804,Winter,29133.12
3961.7,149,22.93,0,0.909,Winter,7557.12
2137.95,877,13.39,0,1.142,Spring,21451.15
3303.2,1175,19.53,0,0.94,Spring,22707.65
6891.9,258,27.12,0,0.833,Spring,15424.29
4444.3,1068,13.4,0,0.822,Summer,25915.88
7270.5,634,0.75,1,1.087,Spring,29196.88
2691.79,1135,2.04,0,1.046,Summer,26898.45
3842.41,460,18.47,0,1.133,Autumn,14204.0
1366.71,873,6.22,0,1.154,Spring,9627.54
2331.14,1075,2.16,0,0.918,Spring,24606.79
6967.09,177,21.63,0,0.862,Winter,22628.17
3945.33,257,5.92,0,1.0,Summer,13241.27
2554.44,723,3.45,0,1.193,Autumn,22834.03
4253.93,246,27.67,0,0.823,Winter,18453.62
2727.41,923,33.85,0,1.018,Autumn,32217.48
4562.0,792,32.37,1,0.822,Spring,37315.14
5320.37,184,23.84,0,1.157,Autumn,18421.5
5584.45,580,15.75,0,1.168,Winter,17554.89
1355.46,363,19.52,0,0.815,Autumn,11100.15
7221.13,834,3.78,0,1.038,Spring,31329.05
2863.59,135,27.33,0,0.93,Summer,15016.17
6012.48,710,6.89,0,1.004,Winter,26559.67
5308.25,1113,24.08,0,1.123,Winter,35230.81
2050.61,1117,1.52,0,0.877,Summer,23691.51
7558.89,979,15.49,0,1.062,Winter,32736.13
2476.02,294,27.47,0,0.866,Summer,15230.98
4629.75,952,15.94,0,0.809,Winter,22729.03
3677.79,480,22.17,0,1.019,Autumn,23253.61
715.89,1028,17.98,0,0.999,Summer,20311.44
5846.2,1154,7.91,0,1.039,Summer,33128.04
6166.76,722,29.83,0,1.056,Summer,36916.82
2936.66,646,28.45,0,1.053,Autumn,20296.47
1914.2,118,7.98,1,1.039,Autumn,9090.85
2378.26,543,6.13,0,1.144,Spring,9638.03
1468.02,896,31.28,0,0.91,Winter,23113.59
5643.49,1064,14.63,0,1.0,Autumn,26741.64
6707.2,986,16.96,0,0.961,Autumn,28421.04
3684.82,458,3.64,0,0.984,Spring,3417.26
1943.97,552,10.46,0,1.082,Winter,10559.9
4106.0,313,12.0,0,0.892,Autumn,14859.45
7234.92,512,18.21,0,0.918,Winter,22045.57
2254.63,1118,20.77,1,1.115,Autumn,29762.48
6204.72,413,6.88,0,0.941,Summer,18192.63
671.81,866,29.79,1,0.841,Autumn,23814.24
3393.56,915,30.62,0,1.186,Summer,28710.84
6220.54,375,30.72,1,1.117,Winter,26796.61
4303.24,906,22.41,0,1.152,Spring,24248.67
2062.46,219,26.09,0,1.165,Autumn,15695.69
6287.85,777,11.59,0,1.15,Spring,25601.19
4006.85,1076,25.54,0,1.113,Autumn,26325.12
6535.94,539,30.46,0,0.969,Summer,34333.97
4775.76,1158,12.64,0,1.163,Summer,28718.91
3213.51,85,1.13,0,0.927,Spring,10363.47
4896.36,1107,6.38,0,1.057,Autumn,29077.35
1029.52,707,25.26,0,1.139,Autumn,22832.14
2897.49,840,20.22,0,1.175,Spring,28310.8
6290.8,1146,19.6,1,1.172,Summer,39576.02
1338.55,314,14.05,0,0.931,Spring,54.08
2401.9,441,23.27,0,1.147,Autumn,18582.44
7004.59,382,20.96,0,1.122,Spring,18291.94
4282.27,978,2.64,0,0.941,Winter,25072.22
6841.72,414,7.05,0,1.057,Winter,21247.24
6402.87,206,14.59,0,1.08,Summer,19190.04
4201.11,706,26.13,0,0.88,Spring,28527.23
4654.26,579,19.93,0,0.89,Spring,22471.15
712.12,236,31.31,0,1.129,Winter,10533.71
3646.88,643,21.5,0,0.959,Autumn,19632.76
6241.43,1175,23.79,0,0.971,Summer,35237.41
5843.4,311,1.84,0,0.973,Spring,14169.36
7776.79,191,25.06,0,0.862,Autumn,23594.49
1901.44,404,27.59,0,1.044,Autumn,11279.68
2454.88,1158,23.68,0,0.993,Spring,26134.05
5369.36,444,33.3,0,0.939,Winter,29594.67
2109.32,598,30.66,0,0.98,Winter,26139.71
1004.97,113,13.17,0,1.046,Winter,4522.63
6031.0,266,2.82,0,1.072,Summer,9553.35
7003.83,1139,27.0,0,0.924,Autumn,39706.86
6416.47,493,3.75,0,1.016,Autumn,25123.34
2153.27,577,6.79,1,0.855,Spring,16156.26
1801.78,692,20.84,1,1.18,Spring,22337.56
4008.28,342,12.93,0,0.91,Summer,16214.92
1841.97,647,34.8,1,0.992,Winter,28810.82
6080.2,422,15.5,0,1.082,Summer,20826.64
6610.31,716,10.12,0,1.013,Spring,26716.19
7086.64,783,32.41,0,0.983,Autumn,32676.52
2710.68,903,3.13,0,0.908,Summer,22206.86
3850.12,706,32.95,0,0.857,Spring,24096.33
4943.78,925,4.94,1,1.061,Autumn,23545.84
7805.89,1097,5.5,0,1.001,Autumn,38881.9
2160.24,642,29.68,0,0.813,Autumn,22203.52
5544.14,1056,13.81,1,1.046,Autumn,35726.08
5567.28,1011,5.49,0,0.933,Spring,26777.67
6157.9,733,28.6,0,1.096,Spring,24485.57
3405.65,797,31.76,1,1.14,Spring,27701.97
5022.6,310,21.44,0,0.996,Summer,18939.1
2749.78,263,16.69,0,1.191,Autumn,7041.19
5888.57,927,29.51,0,1.139,Autumn,29929.1
4594.36,1074,9.03,0,0.918,Autumn,25876.22
7986.12,168,17.92,0,1.092,Autumn,12623.37
2426.67,165,31.99,0,0.882,Spring,13858.74
539.11,966,14.83,1,1.115,Autumn,23578.31
1089.15,493,34.36,0,0.982,Autumn,15227.16
5925.66,1033,32.69,0,0.848,Winter,38277.48
1251.74,937,11.3,0,0.959,Autumn,23240.54
1975.13,947,25.48,0,0.959,Autumn,26446.37
4106.4,296,22.84,0,0.974,Autumn,15258.86
1144.0,1117,21.74,0,1.095,Spring,19088.78
1004.92,156,33.77,0,1.104,Winter,8922.93
4670.52,1082,4.19,0,0.917,Spring,26250.7
5104.21,979,9.58,0,1.104,Autumn,25877.33
547.23,178,0.44,0,0.878,Winter,2744.65
3878.27,661,13.66,0,0.829,Spring,16573.47
4551.77,691,0.9,1,1.105,Summer,22459.46
3868.83,869,23.54,0,1.164,Spring,26975.36
5240.24,896,26.46,0,0.906,Winter,30391.77
5847.49,671,26.05,0,1.051,Autumn,32185.97
2035.13,576,8.32,0,1.079,Spring,10573.67
4650.81,1057,17.72,1,1.095,Summer,35926.11
798.33,723,29.86,0,1.019,Summer,28786.71
3457.95,384,8.34,0,0.801,Autumn,10552.02
7727.27,994,9.97,1,0.833,Summer,32466.81
6013.29,1182,3.71,0,0.873,Autumn,35490.04
2894.83,482,0.39,0,1.159,Winter,7402.34
4954.55,222,30.28,0,1.189,Winter,17722.51
4502.54,307,5.12,1,0.967,Winter,22648.84
6201.38,732,32.26,0,0.823,Spring,30666.24
2473.13,186,15.64,0,1.02,Summer,14417.65
6571.35,695,23.74,0,1.153,Summer,23736.27
6918.52,88,24.69,0,1.099,Winter,15595.79
5883.31,939,27.46,0,1.133,Winter,30687.32
619.81,623,24.86,0,0.808,Spring,13088.76
936.53,977,22.01,0,1.02,Autumn,25522.16
3726.33,381,11.71,0,1.047,Spring,11372.34
514.32,945,21.35,1,0.853,Autumn,27023.11
4684.44,266,30.33,1,0.98,Spring,25226.81
6355.98,199,25.78,0,1.171,Autumn,17957.98
1710.61,1024,33.1,0,0.841,Winter,32092.76
976.82,356,32.68,1,0.884,Winter,18684.08
7292.41,319,8.32,1,1.151,Autumn,11259.1
5890.64,717,26.6,0,1.179,Spring,30705.48
2372.62,1161,18.09,0,1.029,Spring,26360.72
1739.87,1154,21.04,0,0.824,Winter,30265.3
7470.22,1197,16.32,0,1.18,Summer,35455.07
2600.98,321,3.64,0,1.049,Summer,5852.36
4520.79,1022,15.42,0,1.039,Autumn,32392.32
5916.08,483,0.63,0,0.929,Winter,16866.3
4612.76,91,30.13,0,1.124,Summer,16368.74
969.49,556,34.56,0,0.82,Winter,16344.38
7225.03,850,10.72,0,0.898,Summer,29214.25
2384.05,410,5.92,0,1.036,Spring,13742.32
6591.26,793,32.83,0,0.9,Winter,36144.32
4258.99,508,10.04,0,1.103,Winter,18798.61
5092.95,585,2.89,0,1.028,Summer,18902.19
5286.25,746,0.64,0,1.118,Autumn,20387.44
7214.84,1145,19.97,0,1.089,Spring,28464.21
2106.39,1099,34.13,0,0.884,Autumn,31573.17
2284.96,483,27.68,1,1.113,Spring,16585.41
5525.15,1071,3.78,0,0.935,Summer,30589.79
2446.12,832,18.01,0,1.063,Summer,28992.72
521.35,1071,2.89,0,0.88,Spring,15941.05
2163.19,926,10.87,0,1.176,Summer,18912.73
7757.4,193,27.06,0,1.06,Spring,22064.35
7399.03,1020,11.05,0,1.088,Autumn,31488.12
5796.55,1083,8.67,0,0.915,Summer,25690.7
5429.36,213,27.0,0,1.121,Summer,20790.88
950.8,101,2.42,0,0.997,Winter,864.51
4507.66,173,34.03,1,1.106,Autumn,20877.23
2392.39,260,7.93,0,1.122,Summer,12305.93
7784.66,831,20.51,1,1.199,Winter,31558.48
6209.33,974,25.97,0,1.041,Autumn,31568.5
6599.32,572,34.23,0,0.992,Spring,23427.99
1286.75,1163,3.25,0,1.088,Winter,27056.18
7480.13,230,30.23,0,0.962,Winter,21861.31
3093.0,640,26.39,0,1.156,Spring,20980.81
3696.18,931,9.03,0,1.11,Autumn,28908.11
5466.66,1107,6.23,0,0.885,Autumn,27475.1
5606.67,1171,28.57,0,1.173,Winter,31582.88
3820.35,1182,21.95,0,0.963,Summer,27699.75
5291.87,624,19.35,0,1.172,Summer,24870.27
7433.52,801,13.34,0,0.83,Spring,27296.31
3048.73,1118,0.66,0,1.076,Autumn,29224.28
5375.69,996,16.62,1,1.099,Autumn,31281.88
4611.24,333,30.16,0,0.87,Summer,18155.77
3669.25,1097,31.59,0,0.852,Winter,35748.47
7628.21,629,12.38,0,0.955,Winter,27130.01
1578.62,221,33.93,0,0.845,Winter,10786.13
2854.81,327,23.85,1,0.933,Winter,13900.94
2575.97,1150,28.48,0,0.981,Summer,33990.55
6264.99,401,25.39,0,1.094,Summer,23890.21
6805.92,1038,26.33,0,0.988,Summer,36815.34
1785.07,249,34.96,0,1.128,Autumn,10922.43
6578.54,1017,26.75,0,1.079,Winter,36485.28
804.92,1188,17.51,0,1.097,Autumn,21323.28
2005.37,549,16.87,0,1.13,Spring,18916.18
3796.85,768,11.17,0,0.928,Autumn,17325.24
4133.98,83,3.78,0,0.917,Spring,16512.59
4992.85,153,27.79,0,0.806,Summer,21436.75
7539.67,645,20.05,0,0.929,Spring,28199.61
561.51,123,31.7,0,1.19,Summer,13030.38
4376.59,731,34.78,0,0.948,Autumn,26286.16
3880.08,568,7.72,1,0.835,Autumn,21852.74
3451.04,883,22.52,0,1.056,Autumn,19543.21
7615.48,263,24.18,0,0.861,Winter,22108.12
1347.43,662,18.16,0,1.014,Spring,16829.58
1654.44,248,1.95,0,1.091,Winter,8811.4
3050.51,241,26.87,0,0.947,Summer,15835.08
2771.69,926,34.22,0,1.162,Spring,30229.04
3512.09,679,20.0,1,1.154,Spring,25485.65
3251.4,842,13.62,0,1.186,Winter,22655.52
2220.48,1160,2.59,0,1.092,Winter,22305.85
2560.7,439,7.29,0,1.101,Winter,17079.5
3409.27,997,6.8,0,0.865,Summer,29670.95
1855.49,272,30.89,0,1.077,Winter,9558.25
7574.89,516,32.9,0,1.092,Spring,27512.87
2908.17,341,34.45,0,1.188,Summer,9747.47
1905.16,385,27.21,0,0.943,Summer,18282.94
2104.21,206,4.61,1,1.164,Autumn,10370.72
6698.18,914,4.75,0,0.815,Winter,24455.96
1342.19,317,25.63,0,0.895,Summer,12318.33
3473.14,365,0.24,0,0.876,Spring,5407.51
4446.82,93,26.57,0,0.877,Autumn,16078.08
2758.41,575,1.37,0,1.148,Winter,13174.26
7033.77,735,4.56,0,1.135,Autumn,27064.43
7049.85,841,4.5,1,1.181,Summer,27585.94
7436.06,959,7.77,0,0.821,Autumn,34343.78
5889.33,670,22.22,0,1.061,Winter,29683.54
6835.48,1082,8.35,0,1.176,Summer,29461.19
4776.74,542,23.72,0,0.857,Summer,23814.73
4176.21,839,27.01,0,1.066,Autumn,29022.11
6775.4,453,3.94,0,1.124,Summer,20028.08
6855.7,792,8.63,1,1.114,Spring,20550.81
6952.64,1160,29.41,0,0.913,Autumn,38394.38
3735.11,902,5.61,0,0.838,Autumn,23963.2
3563.38,1113,10.23,0,0.956,Winter,21887.97
2828.74,1023,6.96,1,1.048,Autumn,31386.07
1420.76,1052,26.34,0,0.968,Spring,13686.78
7078.21,446,27.84,0,0.943,Spring,24715.52
2840.03,144,9.81,0,0.942,Spring,9189.02
4319.09,983,28.06,1,0.914,Summer,38890.15
7066.77,660,12.11,0,1.195,Autumn,22151.03
4000.94,656,15.85,0,0.912,Winter,23253.29
2262.5,286,14.82,0,0.976,Spring,10581.01
1981.1,1088,18.99,0,0.807,Spring,28059.47
1797.47,321,31.24,0,1.153,Autumn,8913.76
1380.76,584,6.86,0,0.927,Summer,16021.52
2639.95,1042,24.86,0,0.817,Winter,28155.0
6703.44,100,26.61,0,1.117,Winter,18163.4
5057.84,718,23.44,0,1.007,Autumn,27396.02
3261.94,318,16.97,0,0.958,Autumn,10946.74
4338.96,977,23.8,1,0.809,Spring,34887.42
6556.8,568,7.73,0,0.958,Autumn,17592.12
4900.88,263,9.42,0,1.156,Spring,16095.39
6454.21,608,0.79,0,0.85,Summer,22163.84
4696.15,294,25.77,1,1.018,Summer,25237.53
4605.97,1053,8.39,1,0.97,Summer,33523.28
4174.33,704,5.57,0,0.944,Summer,24764.5
5379.55,495,33.97,0,1.098,Summer,26721.22
4914.97,465,10.77,0,0.854,Autumn,20778.35
4371.51,337,4.08,0,1.186,Winter,6380.35
822.46,518,34.77,0,1.032,Summer,20562.18
6958.52,310,23.59,0,0.858,Spring,27148.82
1283.89,225,3.67,0,1.057,Autumn,5548.64
2307.61,830,15.59,0,0.967,Autumn,22733.45
1781.2,654,19.81,1,1.186,Spring,13863.0
2451.71,238,9.91,0,1.18,Spring,4658.44
4871.09,193,32.6,0,0.98,Autumn,18890.84
3381.17,357,1.6,0,1.166,Winter,13867.58
7505.12,762,23.96,0,0.882,Spring,26435.54
1679.25,553,25.04,0,1.087,Spring,15577.3
3918.02,1049,14.95,0,1.063,Spring,21577.69
5170.03,405,4.05,0,0.927,Summer,16193.3
5822.12,142,8.0,0,0.955,Spring,9109.12
2697.85,395,14.82,0,1.137,Autumn,10785.89
5781.08,921,10.41,0,1.039,Winter,27111.58
1836.78,691,2.41,0,1.067,Autumn,11787.27
3266.4,758,33.03,1,1.052,Autumn,32976.95
2244.51,1136,7.65,1,1.054,Autumn,32890.73
3535.09,1044,22.18,0,1.186,Autumn,29804.39
1008.32,1040,5.42,0,0.832,Autumn,18340.05
4491.45,727,22.98,0,0.838,Autumn,29063.1
6196.83,342,30.89,0,0.958,Spring,20435.05
852.86,228,30.24,0,0.926,Winter,7387.47
2639.19,281,27.5,0,0.899,Summer,18865.46
4356.76,541,28.51,0,1.08,Summer,20988.69
1559.15,1051,25.38,1,1.113,Spring,22384.2
6541.13,291,31.48,0,1.105,Summer,24989.11
2120.94,646,26.85,0,1.152,Autumn,23996.55
4280.43,598,22.01,0,0.817,Summer,27475.85
2999.53,1063,8.88,1,1.149,Winter,27419.49
5615.37,1007,9.83,0,0.845,Autumn,26721.52
3489.37,799,32.24,0,0.885,Summer,32927.79
3833.36,176,23.14,0,0.983,Spring,16027.34
4897.72,643,1.16,0,0.929,Autumn,19526.54
7699.32,899,16.16,0,1.175,Spring,28077.68
2044.53,205,34.32,0,1.147,Winter,17865.62
1757.92,360,23.62,0,0.889,Summer,17216.74
7409.23,504,3.8,0,0.93,Spring,20740.07
1162.71,809,26.99,0,0.994,Autumn,26309.56
4714.61,838,2.11,1,0.941,Spring,26273.98
1447.26,896,5.58,0,0.981,Spring,10291.72
1724.9,347,6.8,0,1.103,Spring,10753.97
1141.25,335,32.81,0,1.051,Spring,10778.67
1643.31,216,32.44,0,0.977,Summer,16139.19
6277.21,1180,29.66,0,0.97,Summer,37176.4
1066.36,324,32.81,0,1.129,Spring,8513.66
6271.69,323,1.69,0,0.869,Summer,15264.8
6268.16,861,5.7,0,0.814,Summer,26771.26
2407.42,412,7.17,0,0.808,Winter,13762.97
3731.24,739,20.76,0,1.005,Autumn,26170.9
1813.01,532,28.68,0,0.846,Spring,21527.75
2248.54,1125,5.28,0,0.866,Autumn,21136.25
3545.96,220,23.25,1,1.176,Autumn,21003.74
5846.04,698,5.42,0,1.131,Winter,24302.74
5544.5,439,9.13,0,1.105,Winter,17237.23
5503.27,1061,19.11,0,1.003,Winter,32343.04
1540.86,1150,1.32,0,0.913,Spring,22109.12
1339.6,735,3.59,1,0.896,Winter,25087.88
2642.04,1198,22.24,0,0.915,Spring,27678.04
2177.27,598,28.65,0,0.964,Autumn,19270.54
3831.09,568,26.06,0,0.943,Winter,26218.55
4868.81,346,25.84,0,1.019,Spring,20137.66
3476.71,775,13.09,0,1.196,Spring,21216.04
3853.81,552,16.25,0,0.953,Summer,17552.84
3991.29,440,8.07,0,1.034,Summer,20964.17
3882.02,671,28.45,0,0.836,Autumn,25737.3
5317.48,753,0.15,0,1.107,Spring,25117.55
683.82,379,7.2,0,1.036,Summer,12421.47
4731.94,426,21.48,0,1.123,Winter,12884.06
2117.21,470,6.88,0,1.002,Autumn,16289.81
1148.01,439,31.53,0,0.914,Winter,17195.01
5102.46,326,3.82,0,0.826,Spring,17605.4
2769.19,201,2.98,0,1.092,Spring,11961.02
5204.31,241,17.29,0,0.923,Summer,18396.6
3245.19,923,17.7,0,0.904,Spring,22979.05
3322.09,1157,27.29,0,0.957,Summer,33716.35
6283.07,386,25.59,1,0.858,Spring,30938.39
6449.94,789,0.46,0,0.928,Spring,24113.88
7341.87,757,34.39,0,0.8,Spring,32667.51
4028.29,793,33.92,1,1.003,Winter,32021.52
2808.19,779,19.47,0,1.188,Spring,17273.15
4099.6,357,24.86,0,0.906,Summer,21552.01
7110.98,192,16.22,0,0.976,Autumn,20635.57
1062.81,168,6.97,0,1.016,Summer,1337.53
3603.37,986,12.93,0,1.017,Summer,34068.66
914.77,1106,25.14,0,0.899,Winter,24596.49
724.09,1199,33.97,0,0.851,Autumn,30662.69
3296.56,411,15.28,0,0.839,Autumn,20164.96
6156.84,147,26.28,1,1.184,Spring,19132.52
5126.69,1175,25.92,1,0.972,Spring,37427.12
6641.87,602,34.15,0,0.895,Spring,30585.05
6753.99,829,0.4,0,1.129,Spring,22156.77
7736.19,121,5.09,1,1.141,Autumn,15267.3
4921.07,523,9.36,0,1.139,Spring,17623.34
3861.09,137,12.3,0,1.173,Spring,5792.38
1108.39,736,15.72,0,1.089,Summer,16996.17
5020.67,180,28.12,0,1.024,Autumn,20967.62
5068.67,824,17.71,0,0.984,Autumn,25800.86
2643.22,282,27.12,0,0.949,Winter,21829.04
1121.54,1133,20.1,0,1.163,Summer,21833.24
3171.8,850,32.82,0,0.868,Summer,28013.37
7406.99,862,16.34,0,1.158,Winter,29554.29
6949.88,1091,5.3,0,1.198,Autumn,33783.91
4692.08,764,18.32,0,1.031,Spring,29878.19
3155.77,1053,1.85,0,0.99,Winter,17666.09
2578.99,843,34.21,0,1.1,Summer,26213.96
7080.68,252,18.8,0,0.856,Summer,19166.85
3570.1,609,9.82,0,0.96,Winter,16963.39
2847.09,212,2.82,0,1.119,Autumn,11987.22
1531.78,394,18.87,0,1.128,Winter,10303.21
6993.74,124,24.57,0,1.098,Spring,18698.74
5095.53,1046,7.37,0,1.109,Spring,26015.0
746.61,1111,18.71,0,0.905,Autumn,28211.96
673.02,797,1.04,0,1.029,Spring,11664.48
1281.25,966,9.99,0,1.042,Autumn,23720.83
2359.51,803,16.88,1,0.824,Winter,21453.93
5152.33,778,26.74,0,0.905,Summer,26271.92
7286.91,181,11.63,0,1.136,Spring,17428.86
7340.42,838,21.83,0,1.064,Winter,30300.64
4520.22,1113,10.94,0,1.022,Summer,30662.96
5522.86,92,25.95,0,0.958,Spring,17283.19
4082.91,733,19.24,1,0.928,Summer,30015.73
6469.08,649,24.22,0,1.004,Winter,32168.36
