area_sqft,bedrooms,bathrooms,floors,house_age,distance_to_city_km,school_rating,crime_index,garage_spaces,neighborhood,condition,price
3307,5,2,1,37,23.68,7.63,1.48,2,Family,Standard,769843.0
3652,2,1,3,15,11.81,9.92,1.72,1,Family,Standard,928995.0
3812,2,2,3,1,12.77,3.94,9.2,1,Suburban,Needs Work,786898.0
1443,2,2,2,11,20.9,4.19,7.7,0,Urban,Standard,317116.0
3821,5,1,2,33,21.28,8.51,9.39,1,Suburban,Standard,813713.0
1061,3,1,1,14,11.7,3.28,5.23,2,Suburban,Standard,261461.0
2491,3,3,3,3,12.23,7.28,4.72,2,Family,Standard,697373.0
2316,5,2,3,28,24.6,8.04,4.23,1,Urban,Renovated,620145.0
1771,4,4,1,7,23.01,2.3,6.55,0,Premium,Renovated,516644.0
728,5,2,2,14,5.59,6.43,4.16,2,Family,Standard,363063.0
3390,5,4,2,0,16.0,6.61,7.72,2,Family,Needs Work,868935.0
1841,1,3,2,24,31.35,4.43,8.21,0,Premium,Needs Work,396039.0
2998,2,1,3,17,2.23,9.01,8.88,2,Family,Renovated,748486.0
2106,4,1,1,34,30.08,3.3,3.19,0,Urban,Standard,438310.0
1976,5,3,1,13,6.55,4.91,5.74,1,Suburban,Renovated,576060.0
3796,1,3,1,8,18.25,8.79,3.01,2,Urban,Standard,957378.0
985,2,2,3,6,15.43,3.53,1.34,2,Family,Standard,367859.0
3264,3,3,2,8,1.34,8.57,7.37,2,Family,Standard,882158.0
3301,4,4,3,18,32.12,2.63,5.94,3,Urban,Renovated,790555.0
1998,1,2,2,3,16.47,5.91,7.52,0,Urban,Renovated,403996.0
1581,4,1,1,16,33.45,2.6,1.79,3,Suburban,Standard,357846.0
668,2,2,2,34,10.75,7.42,9.96,1,Suburban,Standard,209289.0
3975,2,4,1,30,30.45,8.32,9.95,1,Family,Standard,871430.0
4014,3,4,3,25,32.36,8.8,5.18,3,Urban,Renovated,941212.0
1505,3,4,3,35,19.93,9.85,8.79,1,Family,Standard,408899.0
763,4,4,3,31,7.89,7.38,3.19,0,Suburban,Standard,277342.0
1085,2,1,2,26,24.3,8.15,7.64,2,Suburban,Standard,270383.0
890,5,2,1,34,19.67,6.05,8.91,2,Urban,Standard,158447.0
3600,1,1,1,4,33.11,9.3,8.33,2,Family,Standard,800783.0
3816,5,1,2,32,15.94,7.15,8.31,0,Premium,Standard,943157.0
1194,1,4,2,11,10.13,9.07,5.17,2,Suburban,Renovated,448617.0
3300,4,4,3,29,5.7,3.88,8.38,0,Suburban,Renovated,839612.0
1286,2,1,3,36,24.75,5.97,7.22,2,Family,Renovated,286948.0
1953,2,3,1,19,34.12,7.84,2.19,2,Family,Standard,490948.0
2777,1,3,1,3,1.96,3.62,2.03,3,Family,Standard,702628.0
3205,4,1,2,14,26.18,3.69,7.95,3,Premium,Standard,770160.0
3754,1,4,2,16,32.52,9.82,6.63,0,Family,Standard,813202.0
808,4,4,1,37,3.54,5.48,5.67,0,Suburban,Standard,244087.0
1347,4,3,3,37,4.75,3.45,9.17,2,Premium,Standard,413429.0
1645,5,3,3,22,24.53,4.65,6.94,3,Suburban,Needs Work,406504.0
1751,4,2,2,38,23.03,5.18,4.57,0,Suburban,Standard,409869.0
4192,2,4,1,17,3.34,6.98,4.73,1,Family,Standard,1016774.0
3409,4,2,3,16,29.37,9.38,6.45,1,Family,Standard,858624.0
1787,5,4,1,33,18.8,9.89,7.84,1,Suburban,Needs Work,485613.0
4099,2,1,2,26,31.84,7.21,6.08,2,Suburban,Standard,876966.0
2422,1,1,3,20,30.85,7.6,5.58,1,Family,Renovated,556108.0
2427,5,4,3,18,28.63,4.57,7.54,1,Family,Standard,609346.0
2189,1,2,1,28,18.54,8.86,7.35,3,Family,Needs Work,496250.0
1160,3,2,2,30,9.56,3.74,8.47,1,Urban,Renovated,293086.0
3967,2,4,1,19,18.2,2.85,1.56,0,Suburban,Renovated,964491.0
699,1,1,1,1,4.43,9.79,7.79,3,Family,Renovated,266981.0
1268,4,3,2,4,23.4,8.91,5.62,1,Family,Renovated,400226.0
1465,1,2,3,5,5.56,4.43,1.67,3,Premium,Renovated,552286.0
1641,4,1,3,18,18.38,7.4,7.11,3,Premium,Standard,502270.0
1117,4,4,2,24,2.85,5.74,7.45,2,Suburban,Renovated,439811.0
713,1,1,1,32,11.18,4.59,5.71,0,Suburban,Renovated,179942.0
3055,1,1,1,9,8.89,4.29,8.14,3,Family,Standard,689226.0
4091,4,3,1,31,22.08,3.09,3.7,2,Suburban,Renovated,918893.0
1082,3,4,1,26,27.75,6.39,2.82,1,Premium,Renovated,410026.0
1702,1,1,1,2,2.95,5.57,4.16,3,Premium,Renovated,539809.0
2447,5,3,3,14,29.91,6.1,4.69,3,Family,Renovated,677535.0
3942,2,3,1,12,30.27,3.72,7.26,3,Suburban,Standard,801276.0
3114,1,4,1,35,12.64,9.51,8.61,0,Premium,Standard,796083.0
3369,5,1,2,36,23.41,7.11,7.49,2,Urban,Standard,691130.0
2712,1,4,1,32,14.69,9.2,2.57,1,Urban,Standard,665895.0
2130,3,3,2,21,6.24,2.87,4.3,0,Suburban,Renovated,598261.0
1359,5,4,1,19,18.97,6.98,2.43,1,Urban,Renovated,468010.0
3718,3,2,1,12,3.94,8.8,7.18,0,Family,Standard,868964.0
3504,3,4,2,30,30.87,4.65,3.23,0,Family,Renovated,793243.0
739,2,3,3,3,32.43,3.56,5.73,2,Urban,Standard,139751.0
3189,1,1,2,10,28.93,4.12,8.13,2,Family,Renovated,626093.0
949,3,4,2,5,20.13,4.18,7.04,1,Suburban,Needs Work,268776.0
3273,5,4,2,19,19.96,5.58,3.69,0,Premium,Standard,898722.0
3582,1,2,1,11,34.48,4.61,4.0,3,Family,Needs Work,740344.0
1115,5,3,1,7,9.43,4.17,6.88,2,Suburban,Standard,387349.0
2190,3,2,2,15,3.58,7.19,5.95,2,Urban,Standard,583983.0
1089,3,3,1,34,20.11,2.42,1.87,0,Urban,Needs Work,200211.0
2663,1,4,3,22,12.18,4.72,8.87,0,Suburban,Standard,588274.0
3942,4,4,2,32,11.96,7.52,5.61,0,Family,Standard,943601.0
937,1,1,1,36,1.24,3.41,5.26,0,Suburban,Standard,174808.0
2061,2,4,2,36,21.27,3.77,2.79,3,Suburban,Standard,487929.0
4104,4,2,1,14,9.98,3.61,4.39,1,Urban,Standard,935366.0
1718,1,3,2,35,7.39,2.01,4.0,2,Family,Needs Work,366830.0
1119,3,4,3,36,2.37,5.79,3.44,3,Suburban,Needs Work,460756.0
2384,3,2,1,38,13.39,2.31,6.11,3,Premium,Standard,542989.0
2454,1,2,2,14,30.88,4.18,5.16,1,Premium,Renovated,601930.0
3003,2,2,1,9,12.45,9.96,9.0,1,Suburban,Standard,704862.0
1763,2,4,2,23,24.09,9.35,9.47,1,Urban,Renovated,447443.0
4042,4,2,1,37,26.72,3.72,2.98,0,Suburban,Standard,852461.0
2499,5,2,2,36,12.16,4.48,1.9,3,Suburban,Renovated,707206.0
1666,5,2,2,22,28.94,5.71,8.07,2,Premium,Renovated,478382.0
4059,1,1,1,5,24.52,8.76,9.95,1,Family,Standard,859988.0
3933,1,2,2,16,20.01,8.42,8.77,2,Urban,Needs Work,817239.0
2422,1,1,3,28,1.03,3.01,1.21,2,Suburban,Needs Work,535390.0
738,3,1,3,22,2.19,3.0,3.26,0,Urban,Standard,201352.0
2769,1,3,1,13,34.69,5.33,1.39,2,Urban,Standard,598998.0
2620,2,1,2,13,27.6,8.96,8.39,3,Family,Standard,597660.0
1176,5,3,3,2,32.88,9.06,6.23,2,Family,Renovated,440441.0
2900,5,4,2,11,31.68,2.86,5.62,2,Family,Renovated,708190.0
3634,5,3,1,26,1.7,6.59,5.99,0,Urban,Standard,880731.0
1025,2,2,2,9,27.92,3.25,3.27,2,Suburban,Standard,217696.0
3217,4,1,1,39,16.34,7.49,6.41,3,Suburban,Standard,754859.0
1148,4,4,1,3,27.84,9.33,1.28,1,Family,Standard,410138.0
3308,1,4,2,23,1.23,5.64,6.81,2,Premium,Renovated,930477.0
2137,3,3,2,19,10.8,2.66,7.61,2,Family,Standard,540644.0
673,3,1,3,33,26.55,6.63,7.06,0,Urban,Needs Work,83998.0
4080,2,1,2,35,27.96,5.27,3.99,1,Suburban,Standard,824687.0
1239,4,2,3,21,22.07,8.49,8.44,3,Family,Needs Work,328110.0
2765,4,1,2,25,11.24,4.72,7.44,3,Suburban,Standard,660466.0
1294,3,4,3,27,11.55,9.0,2.15,1,Premium,Standard,520582.0
3962,4,1,1,20,33.87,4.19,2.76,1,Suburban,Standard,834598.0
3271,4,2,1,7,15.93,3.26,6.73,3,Family,Standard,774758.0
3505,3,4,3,17,16.2,4.45,3.6,0,Urban,Renovated,876948.0
2183,2,4,3,9,19.78,2.28,2.07,1,Family,Needs Work,516496.0
2309,4,1,3,18,14.92,4.25,2.39,0,Suburban,Renovated,570757.0
2901,4,2,1,24,19.79,7.28,2.49,0,Suburban,Needs Work,696086.0
3435,5,3,1,8,15.7,3.14,5.3,2,Suburban,Standard,819856.0
3656,1,3,3,9,29.11,2.89,6.47,1,Suburban,Renovated,819110.0
713,3,4,2,32,31.91,3.06,2.59,3,Family,Standard,199454.0
3005,5,4,1,15,32.69,2.62,7.41,3,Family,Standard,626256.0
1037,3,4,3,7,20.19,9.0,3.53,3,Family,Standard,420503.0
1672,5,1,3,28,16.03,9.55,3.8,2,Family,Standard,512253.0
3594,1,1,1,28,24.98,2.37,3.01,2,Premium,Renovated,833691.0
1539,1,3,3,33,29.5,8.08,8.07,2,Suburban,Standard,356020.0
3478,4,1,3,30,20.14,7.9,9.64,3,Family,Needs Work,703968.0
2293,2,2,2,39,24.8,9.98,5.43,0,Urban,Standard,537598.0
1475,3,1,2,22,26.49,4.78,1.38,2,Family,Standard,370238.0
1836,3,4,1,11,24.0,4.28,3.35,0,Suburban,Needs Work,416430.0
2534,3,1,3,34,26.37,5.62,2.42,1,Premium,Standard,611273.0
3366,5,1,3,10,8.09,8.85,8.58,1,Suburban,Renovated,899634.0
2801,1,1,3,11,17.94,7.83,1.76,2,Suburban,Needs Work,697068.0
3962,4,1,3,33,21.0,5.77,9.7,3,Urban,Renovated,852895.0
3730,5,3,1,35,1.08,3.96,6.3,0,Suburban,Standard,906755.0
3324,4,2,2,13,30.1,7.82,5.66,2,Suburban,Renovated,781557.0
2791,2,4,2,29,21.74,8.84,8.63,0,Urban,Standard,603995.0
1678,1,2,3,36,5.39,5.2,1.25,0,Urban,Standard,365085.0
2114,4,3,2,31,28.76,7.35,7.99,1,Suburban,Needs Work,443194.0
1072,3,3,2,0,25.38,5.2,2.05,2,Suburban,Standard,399182.0
1978,1,3,1,26,26.78,5.83,8.57,0,Family,Standard,439668.0
3938,2,4,3,6,14.33,6.2,5.76,1,Urban,Standard,949918.0
2161,5,1,2,33,30.04,8.21,1.55,3,Suburban,Standard,545733.0
1053,2,3,1,2,15.08,9.82,8.5,1,Urban,Standard,321701.0
2964,1,4,3,39,20.4,5.55,1.25,3,Suburban,Renovated,772426.0
4067,4,4,1,7,1.02,4.74,2.25,3,Suburban,Renovated,1074349.0
3729,1,3,1,16,22.93,4.99,8.18,1,Premium,Standard,839451.0
1622,5,3,1,9,25.42,3.07,5.18,2,Suburban,Renovated,494589.0
2261,5,4,2,32,20.28,4.38,8.93,2,Suburban,Standard,520667.0
2535,5,3,1,15,17.88,2.69,6.72,1,Urban,Standard,557574.0
1529,5,4,3,29,28.54,5.42,6.61,1,Suburban,Renovated,439582.0
1603,2,1,2,2,24.17,3.34,3.63,1,Suburban,Standard,384540.0
1490,2,2,1,18,10.45,4.77,2.2,0,Premium,Standard,443033.0
4180,2,1,1,36,33.61,8.35,9.65,0,Suburban,Standard,823480.0
3298,3,1,2,37,25.05,3.97,1.94,1,Family,Standard,713332.0
3635,5,2,1,8,34.59,6.9,5.76,3,Suburban,Standard,902938.0
3548,4,1,3,15,34.02,9.21,3.45,0,Urban,Standard,804591.0
4054,4,2,1,16,32.24,6.54,3.38,0,Suburban,Standard,912228.0
1023,5,2,2,22,26.68,3.55,6.35,1,Urban,Standard,261950.0
3779,4,3,1,21,21.72,4.76,8.18,2,Suburban,Standard,836499.0
886,2,4,1,4,6.85,6.72,7.99,0,Family,Standard,275304.0
2337,3,4,1,30,19.47,6.05,8.82,0,Family,Renovated,565998.0
2760,3,2,1,9,27.02,3.19,3.64,0,Suburban,Standard,638868.0
1920,1,2,3,12,18.71,5.57,5.19,1,Urban,Standard,452411.0
1168,4,4,3,33,30.52,6.34,1.08,0,Family,Standard,343641.0
1332,4,1,3,27,4.73,4.14,7.72,3,Urban,Needs Work,273217.0
3577,4,3,1,15,13.95,6.9,3.72,3,Suburban,Standard,916819.0
1781,3,2,3,36,18.2,2.56,6.05,1,Family,Standard,406425.0
1751,4,1,2,15,15.7,4.69,2.52,0,Suburban,Standard,429067.0
3927,5,3,1,22,4.69,8.43,8.37,0,Urban,Standard,941193.0
1160,3,2,1,9,6.22,4.07,8.36,1,Suburban,Renovated,342938.0
3899,3,1,2,7,29.48,6.84,8.9,1,Premium,Standard,884059.0
3919,1,3,2,19,17.47,5.28,1.41,2,Urban,Standard,909269.0
2774,4,1,1,22,2.66,4.53,9.93,1,Premium,Standard,703478.0
1237,5,3,3,32,1.56,9.33,3.23,1,Suburban,Standard,498239.0
1203,4,1,3,15,17.1,4.75,3.78,1,Suburban,Needs Work,292758.0
1660,5,2,2,35,6.59,3.89,3.24,2,Urban,Renovated,432337.0
2699,5,4,3,24,24.97,9.27,3.41,2,Family,Renovated,786892.0
1195,4,1,3,2,28.04,7.97,5.97,0,Suburban,Renovated,365000.0
2267,3,4,3,29,8.76,7.45,3.16,1,Premium,Standard,755944.0
1059,1,3,1,22,21.13,2.4,4.54,2,Suburban,Needs Work,257532.0
2568,1,4,3,15,6.25,3.05,6.9,2,Urban,Standard,661560.0
725,2,1,2,18,11.32,7.11,8.52,2,Suburban,Renovated,228033.0
3167,3,3,3,12,31.22,3.68,7.23,2,Suburban,Needs Work,689834.0
846,4,4,3,24,19.5,3.81,6.35,2,Suburban,Needs Work,268660.0
1341,3,4,1,22,31.12,8.23,2.33,1,Family,Needs Work,377032.0
1269,1,1,2,17,8.66,4.29,8.35,2,Family,Renovated,309510.0
3600,2,4,1,11,12.22,2.57,1.34,1,Family,Renovated,930812.0
839,5,1,1,15,17.01,2.29,3.38,1,Suburban,Standard,240006.0
2173,5,3,2,19,17.32,5.55,1.51,0,Suburban,Needs Work,579496.0
2748,2,2,3,18,34.92,6.94,7.01,1,Premium,Standard,616441.0
2481,5,3,3,12,4.89,8.95,4.32,0,Suburban,Standard,765128.0
3066,4,3,2,23,29.97,2.89,6.87,0,Family,Standard,634620.0
3501,5,1,1,9,30.37,3.57,4.12,1,Family,Standard,777419.0
2047,5,3,2,20,19.81,6.24,5.1,2,Suburban,Standard,569425.0
3590,4,4,3,4,12.7,4.91,5.12,3,Family,Standard,936808.0
1778,2,2,3,18,18.65,5.86,1.41,0,Family,Renovated,496507.0
4144,4,2,1,31,10.94,9.39,4.87,3,Suburban,Standard,1042249.0
2441,2,4,1,32,28.17,6.36,6.77,1,Family,Standard,529158.0
3262,2,1,3,27,17.94,5.32,5.91,2,Urban,Standard,660609.0
3756,4,2,1,29,32.48,9.92,1.68,2,Urban,Standard,888598.0
3463,3,3,1,2,22.17,2.52,7.01,3,Suburban,Needs Work,741565.0
3671,3,2,1,13,18.49,9.46,3.78,0,Suburban,Standard,867739.0
2554,2,4,2,26,25.18,6.01,1.13,3,Suburban,Standard,634517.0
804,3,2,2,32,18.13,6.03,2.4,0,Family,Standard,243268.0
2400,1,4,2,23,31.75,9.38,5.48,3,Suburban,Standard,598271.0
1294,4,1,1,34,7.27,6.06,3.79,2,Suburban,Standard,318945.0
3806,3,3,3,10,34.09,5.51,7.25,1,Premium,Standard,895664.0
1490,5,3,3,6,28.61,4.18,3.17,1,Urban,Standard,435620.0
1459,3,1,2,3,30.26,7.27,7.96,0,Premium,Standard,387445.0
1535,3,1,1,23,17.42,6.56,3.58,3,Suburban,Standard,407633.0
2931,1,3,2,26,29.46,3.71,6.59,2,Family,Renovated,656242.0
2677,1,3,3,11,11.43,7.68,8.19,3,Premium,Standard,766485.0
4018,2,3,2,31,26.91,7.15,4.47,2,Urban,Renovated,941702.0
2127,2,1,1,29,5.78,5.18,1.42,3,Urban,Standard,454017.0
1652,2,3,2,14,11.44,2.04,5.82,3,Urban,Renovated,473420.0
824,2,4,2,9,16.15,5.57,9.96,1,Family,Needs Work,228484.0
675,4,1,2,29,11.96,2.05,9.72,2,Premium,Standard,259836.0
1976,1,2,2,26,14.16,2.6,2.99,1,Suburban,Needs Work,397991.0
3936,2,2,1,6,28.88,5.44,7.8,3,Urban,Needs Work,758196.0
2509,1,4,3,10,9.73,2.66,4.1,2,Family,Renovated,668195.0
3822,2,2,2,19,26.34,4.21,2.44,1,Urban,Standard,812234.0
1010,4,2,2,20,3.51,7.24,6.99,2,Premium,Standard,434832.0
981,1,3,2,6,27.04,4.47,5.51,1,Family,Standard,266962.0
3608,2,1,2,37,27.93,9.98,5.85,2,Suburban,Standard,796313.0
1028,1,4,1,15,14.66,9.33,8.45,1,Suburban,Standard,321569.0
834,5,4,3,15,25.56,6.68,4.03,1,Urban,Renovated,350673.0
2084,4,3,1,2,32.11,9.74,7.0,3,Suburban,Standard,568225.0
3933,2,3,2,35,28.22,8.94,4.3,0,Family,Standard,870753.0
3097,1,3,1,9,14.28,4.55,1.38,3,Premium,Standard,859247.0
1001,1,4,1,39,17.46,8.0,4.4,0,Family,Renovated,337862.0
3621,3,4,1,19,27.5,3.09,9.55,0,Suburban,Needs Work,752945.0
3644,4,2,3,34,10.95,7.48,5.35,0,Urban,Standard,844511.0
3492,3,2,2,7,28.33,5.93,1.97,0,Premium,Renovated,859604.0
3854,5,3,2,6,12.15,2.13,7.19,0,Suburban,Standard,900509.0
1501,2,1,3,32,28.4,4.19,9.67,3,Urban,Needs Work,196858.0
4127,2,4,1,32,3.95,9.64,9.17,3,Suburban,Standard,1008878.0
1788,3,4,2,21,2.51,4.53,6.15,2,Premium,Standard,562227.0
3497,2,3,2,1,34.92,3.45,4.39,0,Premium,Renovated,854071.0
2706,5,2,2,37,30.56,3.5,6.23,3,Urban,Renovated,563799.0
3417,1,2,1,15,31.02,5.83,8.34,2,Family,Standard,664629.0
2878,3,2,3,37,33.34,8.74,8.75,2,Suburban,Renovated,690853.0
2930,3,3,1,34,15.9,8.06,8.37,3,Suburban,Standard,678344.0
2837,1,4,3,34,10.75,5.49,5.1,1,Urban,Renovated,692862.0
3415,3,3,3,27,5.42,3.67,2.07,1,Family,Standard,866511.0
3273,3,4,2,26,18.04,2.37,6.12,3,Suburban,Standard,780259.0
1127,2,4,1,21,8.48,5.7,2.41,2,Suburban,Needs Work,379292.0
3582,1,3,1,0,32.81,8.52,1.55,2,Urban,Needs Work,823344.0
2553,1,2,3,15,1.14,7.84,5.49,2,Premium,Standard,764671.0
1796,1,3,3,29,5.87,5.27,6.9,3,Family,Needs Work,467682.0
2475,3,2,3,32,9.38,6.76,8.69,1,Suburban,Standard,605743.0
4082,1,3,1,22,7.76,5.49,8.05,0,Family,Standard,852258.0
3694,5,4,2,28,8.68,6.63,8.72,1,Urban,Needs Work,842127.0
3609,2,2,1,0,23.31,6.14,7.84,2,Urban,Standard,808906.0
2292,4,3,3,18,12.14,7.45,7.33,3,Suburban,Standard,625844.0
3433,4,1,2,20,21.91,6.06,1.09,1,Premium,Renovated,953768.0
2017,3,3,3,35,31.27,9.52,6.63,2,Suburban,Standard,501777.0
3085,5,2,3,12,21.49,5.42,2.08,3,Suburban,Renovated,841367.0
2920,1,2,3,9,24.61,2.13,1.53,3,Suburban,Renovated,735593.0
1536,2,3,2,14,13.43,3.89,2.41,3,Suburban,Standard,443690.0
1595,2,1,2,6,6.43,6.0,8.41,3,Premium,Standard,494451.0
867,1,3,2,22,11.9,6.32,7.69,2,Family,Standard,271874.0
1146,2,3,1,25,33.79,6.42,9.54,1,Suburban,Renovated,220127.0
2189,2,2,1,32,22.14,7.72,9.81,1,Premium,Standard,513963.0
2346,4,1,2,38,10.44,4.2,9.04,2,Suburban,Renovated,568504.0
1236,2,2,3,2,16.33,7.32,2.2,0,Suburban,Renovated,441264.0
2129,5,1,2,9,29.41,7.63,8.91,2,Suburban,Standard,552624.0
2794,4,2,3,12,23.73,5.29,8.55,2,Family,Standard,606214.0
1475,5,3,1,9,20.06,5.22,8.84,2,Urban,Standard,335660.0
1850,1,1,2,33,31.1,3.43,2.37,1,Family,Renovated,395242.0
1954,5,3,2,5,23.86,5.31,2.05,2,Urban,Renovated,599062.0
2442,4,1,2,1,22.85,8.29,9.31,0,Family,Needs Work,545013.0
1950,5,4,1,34,7.45,9.27,2.56,2,Urban,Needs Work,580680.0
3266,2,3,1,38,4.62,6.75,4.32,3,Family,Standard,817118.0
1812,5,2,3,9,33.81,4.39,5.1,3,Premium,Renovated,534168.0
2190,3,3,2,13,21.36,7.46,2.12,3,Urban,Standard,577422.0
1997,1,1,1,20,15.13,7.92,1.19,1,Premium,Renovated,609530.0
1299,3,1,1,21,21.03,4.66,9.95,0,Premium,Standard,327107.0
3084,1,4,1,39,3.1,8.61,8.89,2,Suburban,Standard,721911.0
1485,5,4,3,16,28.95,2.59,9.21,0,Suburban,Renovated,378524.0
1703,2,1,1,0,8.37,2.09,3.56,1,Premium,Standard,479279.0
3464,2,2,3,16,28.35,2.98,2.98,2,Premium,Standard,835423.0
4018,3,1,1,22,19.17,3.25,4.83,2,Suburban,Needs Work,837928.0
3031,3,2,2,20,10.4,9.03,5.08,2,Family,Needs Work,735746.0
3903,1,2,1,20,2.03,5.4,1.05,3,Suburban,Needs Work,962902.0
3682,5,2,3,36,28.74,4.2,8.01,0,Urban,Standard,731950.0
2357,5,3,1,32,7.0,5.43,9.97,3,Suburban,Standard,587546.0
3384,4,1,2,10,2.76,5.16,5.76,2,Urban,Standard,778676.0
1815,4,4,1,14,26.7,4.41,4.49,1,Suburban,Needs Work,424267.0
2284,3,3,1,26,12.9,3.1,4.53,1,Suburban,Standard,558534.0
2550,3,4,1,16,14.24,7.25,1.86,2,Suburban,Standard,724565.0
4059,3,1,3,17,9.4,3.09,3.4,2,Urban,Renovated,965498.0
3662,1,3,2,6,30.21,8.2,5.52,1,Premium,Standard,920286.0
2386,1,4,2,10,11.11,3.61,4.89,0,Suburban,Needs Work,615893.0
2966,2,1,2,29,8.15,7.85,5.91,0,Family,Standard,667784.0
1368,3,4,3,33,11.51,8.44,8.64,1,Suburban,Renovated,404132.0
3505,1,2,2,31,7.91,3.0,3.03,1,Suburban,Renovated,791571.0
2613,1,4,2,12,11.8,2.69,1.25,2,Suburban,Renovated,689412.0
2541,5,2,1,5,3.82,9.6,1.34,3,Family,Renovated,799889.0
3370,2,4,1,6,6.39,5.7,2.21,0,Urban,Standard,851830.0
2896,3,1,1,15,15.18,7.04,6.13,1,Urban,Renovated,720715.0
907,3,2,2,20,30.9,2.19,8.27,0,Family,Needs Work,144939.0
1672,4,2,1,35,2.95,4.23,8.98,3,Premium,Renovated,523334.0
1277,4,1,1,35,8.23,6.04,6.72,2,Premium,Renovated,480958.0
3258,2,2,1,0,31.88,9.09,4.63,0,Urban,Renovated,763210.0
774,5,2,1,28,31.26,4.17,2.39,1,Urban,Standard,140222.0
1368,2,1,3,11,24.1,8.2,4.61,2,Suburban,Renovated,441789.0
2770,5,3,2,7,9.18,7.3,3.99,3,Premium,Standard,814267.0
3116,3,3,3,22,15.27,2.92,8.83,2,Suburban,Standard,686265.0
2436,1,4,2,1,8.18,4.35,5.38,1,Urban,Standard,627095.0
3705,4,3,3,13,5.37,3.9,3.04,2,Urban,Standard,923665.0
3912,1,1,1,22,13.92,5.54,3.6,2,Suburban,Standard,869662.0
1118,4,1,2,10,20.58,7.08,2.23,2,Premium,Standard,396890.0
4031,1,2,3,23,13.24,5.47,9.27,0,Urban,Standard,838716.0
2831,2,2,2,18,21.77,3.96,1.45,2,Urban,Standard,666719.0
2908,4,1,3,31,11.07,7.57,1.12,0,Suburban,Standard,748594.0
987,5,4,1,7,12.76,6.68,2.65,3,Urban,Standard,381911.0
2857,3,3,1,2,27.88,6.15,8.3,3,Suburban,Standard,648907.0
3226,1,3,3,21,30.86,6.44,5.71,2,Urban,Needs Work,645801.0
2711,2,1,1,10,11.95,3.78,6.63,2,Premium,Renovated,713378.0
949,5,4,3,28,20.43,7.44,4.22,0,Family,Standard,348966.0
2507,4,1,3,3,10.46,5.1,1.62,3,Family,Needs Work,643580.0
3972,1,2,3,23,2.81,4.91,8.71,1,Family,Standard,829246.0
3218,2,2,2,39,26.09,3.2,2.73,1,Suburban,Standard,682431.0
1137,2,4,3,3,6.81,6.77,1.3,2,Urban,Standard,418428.0
4057,1,2,1,12,15.47,6.82,6.15,3,Suburban,Needs Work,923656.0
4054,5,1,2,33,17.56,4.72,1.75,1,Premium,Standard,974930.0
1251,4,2,1,21,7.27,8.88,1.86,2,Urban,Needs Work,373270.0
3493,1,2,3,6,4.21,8.76,8.2,2,Suburban,Needs Work,853387.0
2093,4,1,3,8,12.83,2.87,5.42,1,Suburban,Standard,580394.0
2757,3,1,3,30,33.38,7.56,3.17,2,Urban,Renovated,654829.0
2230,1,1,3,34,21.91,5.15,4.14,3,Premium,Standard,552423.0
3428,3,2,1,14,13.97,10.0,7.56,1,Premium,Standard,909757.0
4188,1,2,1,18,2.32,3.8,1.6,3,Suburban,Standard,955296.0
3472,2,2,3,31,21.41,4.24,2.05,3,Family,Standard,760969.0
3956,5,3,2,7,4.14,5.54,6.55,3,Urban,Needs Work,902643.0
4008,4,1,1,8,19.45,4.15,6.46,2,Urban,Standard,914805.0
969,1,4,3,30,26.57,7.54,9.75,3,Suburban,Standard,290592.0
1549,5,4,3,7,15.4,5.85,4.37,2,Premium,Standard,590677.0
3212,3,1,2,30,11.18,3.77,1.59,3,Suburban,Standard,767439.0
2744,5,2,3,19,2.61,6.05,5.84,2,Urban,Standard,681892.0
828,4,1,1,39,1.84,9.11,6.75,3,Family,Standard,287874.0
987,2,2,1,1,15.62,8.34,2.26,3,Suburban,Renovated,455825.0
2497,3,2,1,37,31.03,5.99,5.98,3,Suburban,Standard,539049.0
2837,3,1,2,9,9.3,4.31,2.78,2,Premium,Standard,757430.0
1245,4,1,1,1,20.52,3.44,8.6,2,Family,Standard,245707.0
1258,2,2,1,28,24.27,9.03,8.52,3,Premium,Standard,405125.0
1109,2,3,3,21,3.07,7.68,4.87,1,Family,Standard,385336.0
2655,2,2,3,33,6.21,6.58,9.7,0,Urban,Standard,535584.0
677,2,4,3,4,12.26,9.04,9.82,3,Premium,Standard,347102.0
2682,1,2,3,3,23.78,2.97,2.16,2,Family,Standard,591775.0
2339,1,4,3,22,15.93,7.46,4.31,1,Suburban,Renovated,648494.0
2304,5,1,2,35,25.96,3.73,6.4,2,Suburban,Standard,498488.0
3061,1,3,2,16,30.5,2.96,1.76,0,Family,Renovated,675621.0
2505,5,4,3,31,26.78,5.72,4.44,1,Urban,Standard,628131.0
3233,1,1,2,36,34.74,5.1,3.35,1,Suburban,Standard,640628.0
3361,4,4,1,34,26.65,9.53,9.57,1,Family,Standard,797795.0
3916,2,2,3,20,29.97,4.59,4.7,3,Family,Standard,845073.0
3487,3,2,1,27,29.3,8.52,7.86,2,Family,Renovated,871456.0
2487,2,3,3,21,25.83,7.99,4.48,0,Family,Standard,588364.0
2397,3,3,2,26,28.26,7.34,2.19,1,Urban,Standard,552766.0
1486,3,1,3,22,32.78,9.36,8.77,0,Family,Standard,299234.0
2778,3,4,1,21,17.16,5.26,1.0,3,Suburban,Renovated,765763.0
